Timestamp,"By clicking ""I Agree"" below, you confirm that:
You have read and understood the purpose of this survey.
You consent to participate in this survey.",  1. What is your age?   ,  2. What is your gender?  ,  3 How do you identify your ethnic background? (Select all that apply)  ,  4. What is your current employment status?   ,  5. How often do you feel that your workload is difficult to manage?  ,  6. How frequently do you experience feelings of burnout or exhaustion related to work?  ,"  7. In the past year, have you taken any days off specifically due to stress, anxiety, or mental health reasons?   ","  8. On an average, how many hours do you sleep per night?  ","  9. How many hours of physical activity (e.g., exercise, walking) do you engage in per week?   ",  10. Do you find it challenging to relax after work or other responsibilities?   ,  11. Have you experienced significant changes in your appetite or weight within the past three months?   ,  12. How often do you engage in the following behaviors as a response to stress or for relaxation? (Select all that apply)    [Alcohol Consumption],  12. How often do you engage in the following behaviors as a response to stress or for relaxation? (Select all that apply)    [Smoking],"  12. How often do you engage in the following behaviors as a response to stress or for relaxation? (Select all that apply)    [Caffeine Intake (e.g., coffee, tea,energy drinks)]",  12. How often do you engage in the following behaviors as a response to stress or for relaxation? (Select all that apply)    [Consumption of Sugary or High-Calorie Snacks],"  13. How often do you experience feelings of sadness, hopelessness, or mood swings?   ",15. Have you been diagnosed with a mental health disorder?  ,"14. Are you currently experiencing any mental health-related challenges (e.g., anxiety, depression, bipolar disorder, OCD, Sleep disorder,Postpartum, etc.)? ","  16. Do you have a family history of mental health disorders(e.g., Alzheimer's,Dementia,Sleep disorders ,Postpartum,Addiction to alcohol and drugs, etc.)?   ",  17. How satisfied are you with your current work-life balance?  ,  18. What coping strategies do you use to manage mental health or stress? (Select all that apply)  ,"  19. When faced with stress, how likely are you to seek help from a mental health professional?   ","  20. How often do you engage in activities specifically for relaxation (e.g., meditation, reading, etc)?  "
1/7/2025 23:35:21,I Agree,45-54,Female,"Asian (e.g., China, India, Japan, Philippines)",Self-employed,Rarely,Rarely,No,8 - 9 hours,Less than 1 hour,Never,No,Never,Never,Occasionally,Rarely,Rarely,No,No,No,Satisfied,"Physical activity, Meditation",Very unlikely,Daily
1/8/2025 0:12:35,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Never,No,6 - 7 hours,Less than 1 hour,Sometimes,Yes,Never,Never,Never,Occasionally,Rarely,No,No,No,Neutral,Avoidance,Unlikely,Weekly
1/8/2025 1:38:07,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Not applicable,Often,Yes,6 - 7 hours,Less than 1 hour,Always,Yes,Never,Never,Regularly,Occasionally,Weekly,No,Yes,No,,"Social support, Therapy, Avoidance",Neutral,Monthly
1/8/2025 1:42:58,I Agree,55 and above,Female,"Asian (e.g., China, India, Japan, Philippines)",Retired,Never,Rarely,Not applicable,6 - 7 hours,Less than 1 hour,Rarely,No,Never,Never,Never,Never,Never,No,No,No,Very satisfied,Other,Very unlikely,Rarely
1/8/2025 1:45:40,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Often,Often,No,6 - 7 hours,3 - 4 hours,Sometimes,No,Never,Never,Never,Never,Weekly,No,No,No,Neutral,"Physical activity, Social support",Very unlikely,Daily
1/8/2025 5:25:20,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Sometimes,Sometimes,No,6 - 7 hours,Less than 1 hour,Rarely,No,Never,Never,Never,Never,Rarely,No,No,No,Neutral,"Social support, Journaling, Avoidance",Very likely,Never
1/8/2025 6:33:34,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Sometimes,Yes,4 - 5 hours,1 - 2 hours,Sometimes,Yes,,,Occasionally,,Rarely,No,Yes,No,Neutral,"Physical activity, Other",,Rarely
1/8/2025 7:09:02,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Rarely,Sometimes,No,6 - 7 hours,Less than 1 hour,Never,No,Never,Never,Never,Never,Monthly,No,No,Yes,Satisfied,"Physical activity, Avoidance",Likely,Weekly
1/8/2025 8:59:31,I Agree,25-34,Male,"African (e.g., Nigeria, Kenya, Egypt)",Student,Sometimes,Rarely,No,6 - 7 hours,Less than 1 hour,Rarely,Yes,Rarely,Rarely,Occasionally,Rarely,Rarely,No,No,No,Satisfied,"Physical activity, Social support",Likely,Daily
1/8/2025 11:50:36,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Sometimes,Sometimes,No,6 - 7 hours,1 - 2 hours,Rarely,No,Never,Never,Regularly,Occasionally,Rarely,No,No,No,Neutral,Journaling,Neutral,Weekly
1/8/2025 12:46:19,I Agree,25-34,Male,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Sometimes,Sometimes,No,6 - 7 hours,Less than 1 hour,Sometimes,No,Never,Never,Rarely,Regularly,Weekly,No,Prefer not to say,No,Satisfied,Physical activity,Unlikely,Rarely
1/8/2025 13:21:57,I Agree,25-34,Male,"Asian (e.g., China, India, Japan, Philippines)",Unemployed,Sometimes,Sometimes,No,6 - 7 hours,Less than 1 hour,Sometimes,Yes,Rarely,Never,Occasionally,Rarely,Weekly,No,Yes,No,Neutral,Physical activity,Neutral,Weekly
1/8/2025 16:06:04,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Sometimes,Sometimes,Yes,6 - 7 hours,Less than 1 hour,Not Applicable,Yes,Never,Never,Regularly,Rarely,Rarely,No,Yes,No,Neutral,Social support,Neutral,Never
1/8/2025 22:25:31,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Sometimes,Sometimes,No,6 - 7 hours,Less than 1 hour,Sometimes,Yes,Never,Never,Rarely,Occasionally,Rarely,No,No,No,Satisfied,Other,Likely,Rarely
1/8/2025 23:47:09,I Agree,35-44,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Sometimes,Sometimes,No,6 - 7 hours,5 - 6 hours,Sometimes,No,Rarely,,Regularly,Occasionally,Rarely,No,No,No,Neutral,Other,Neutral,Weekly
1/9/2025 2:35:54,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Sometimes,Sometimes,Yes,6 - 7 hours,Less than 1 hour,Always,No,Never,Never,Rarely,Rarely,Weekly,No,No,No,Neutral,Social support,Likely,Rarely
1/9/2025 16:11:33,I Agree,35-44,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Never,Rarely,No,6 - 7 hours,3 - 4 hours,Never,No,Never,Never,Rarely,Never,Never,No,No,No,Satisfied,"Physical activity, Social support, Journaling",Likely,Daily
1/10/2025 7:10:14,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Sometimes,Sometimes,No,6 - 7 hours,More than 6 hours,Sometimes,No,Rarely,Rarely,Occasionally,Rarely,Rarely,No,No,No,Satisfied,"Physical activity, Meditation, Journaling, Other",Neutral,Weekly
1/10/2025 7:24:19,I Agree,25-34,Male,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Rarely,Rarely,No,4 - 5 hours,Less than 1 hour,Rarely,No,Occasionally,Never,Regularly,Rarely,Rarely,No,No,No,Neutral,Other,Very unlikely,Daily
1/10/2025 9:39:00,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Sometimes,Yes,8 - 9 hours,Less than 1 hour,Never,Yes,Never,Never,Regularly,Occasionally,Daily,No,Yes,No,Neutral,"Physical activity, Social support",Likely,Rarely
1/11/2025 3:36:20,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Unemployed,Sometimes,Often,No,6 - 7 hours,3 - 4 hours,Always,No,Rarely,Rarely,Occasionally,Regularly,Weekly,No,Yes,No,Neutral,Social support,Very unlikely,Daily
1/11/2025 11:56:15,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Rarely,Yes,6 - 7 hours,Less than 1 hour,Rarely,No,Rarely,Rarely,Occasionally,Occasionally,Weekly,No,No,No,Neutral,"Physical activity, Meditation",Very unlikely,Monthly
1/11/2025 23:07:37,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Unemployed,Not applicable,Not applicable,Not applicable,4 - 5 hours,1 - 2 hours,Sometimes,Yes,,,,,Rarely,No,No,No,Satisfied,Other,,Rarely
1/12/2025 7:04:48,I Agree,45-54,Female,"Asian (e.g., China, India, Japan, Philippines)",Unemployed,Rarely,Rarely,No,6 - 7 hours,5 - 6 hours,Rarely,No,Rarely,Rarely,Rarely,Rarely,Rarely,No,No,No,Neutral,"Physical activity, Meditation, Journaling",Unlikely,Daily
1/12/2025 10:53:07,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Sometimes,Sometimes,Yes,6 - 7 hours,Less than 1 hour,Sometimes,Yes,Never,Never,Never,Rarely,Weekly,No,No,No,Satisfied,Social support,Neutral,Weekly
1/12/2025 20:29:35,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Sometimes,Rarely,No,6 - 7 hours,More than 6 hours,Sometimes,No,Never,Never,Never,Occasionally,Weekly,No,No,No,Satisfied,"Physical activity, Avoidance",Unlikely,Never
1/12/2025 21:14:58,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Rarely,Sometimes,No,4 - 5 hours,Less than 1 hour,Rarely,Yes,Never,Never,Regularly,Regularly,Monthly,No,No,No,Neutral,"Physical activity, Social support, Avoidance, Other",Very unlikely,Rarely
1/13/2025 7:04:06,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Sometimes,Sometimes,No,6 - 7 hours,Less than 1 hour,Always,Yes,,,Regularly,Regularly,Monthly,No,No,Yes,Dissatisfied,Physical activity,Unlikely,Rarely
1/13/2025 10:49:25,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Self-employed,Sometimes,Sometimes,No,6 - 7 hours,Less than 1 hour,Rarely,Yes,Never,Never,Regularly,Never,Monthly,Yes,Yes,Yes,Satisfied,Social support,Likely,Rarely
1/13/2025 11:11:19,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Sometimes,Sometimes,No,6 - 7 hours,Less than 1 hour,Sometimes,No,Never,Never,Regularly,Occasionally,Rarely,No,No,No,Satisfied,"Social support, Meditation, Journaling",Very likely,Monthly
1/13/2025 11:11:31,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Rarely,Sometimes,No,6 - 7 hours,Less than 1 hour,Rarely,No,Never,Never,Regularly,Occasionally,Monthly,No,No,No,Neutral,Avoidance,Unlikely,Monthly
1/13/2025 11:15:33,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Unemployed,Never,Rarely,No,6 - 7 hours,Less than 1 hour,Never,Yes,Never,Never,Occasionally,Occasionally,Rarely,No,No,No,Neutral,Other,Neutral,Rarely
1/13/2025 13:20:31,I Agree,25-34,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Often,Always,No,4 - 5 hours,3 - 4 hours,Rarely,Yes,Regularly,Regularly,Never,Never,Daily,No,Yes,No,Very dissatisfied,"Physical activity, Avoidance",Very unlikely,Daily
1/14/2025 1:36:49,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Often,Sometimes,Yes,4 - 5 hours,1 - 2 hours,Sometimes,Yes,Occasionally,Regularly,Rarely,Never,Monthly,No,No,No,Neutral,Other,Very unlikely,Weekly
1/16/2025 9:54:29,I Agree,18-24,Male,Prefer not to say,Student,Sometimes,Sometimes,Yes,6 - 7 hours,Less than 1 hour,Sometimes,Yes,Never,Never,Rarely,Occasionally,Weekly,No,No,No,Satisfied,Other,Neutral,Never
1/16/2025 9:55:35,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Rarely,Sometimes,Yes,4 - 5 hours,5 - 6 hours,Never,Yes,Rarely,Never,Rarely,Occasionally,Weekly,Yes,Prefer not to say,Yes,Neutral,"Physical activity, Social support, Avoidance",Very unlikely,Monthly
1/16/2025 9:56:01,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Often,No,6 - 7 hours,1 - 2 hours,Rarely,No,Rarely,Rarely,Never,Occasionally,Monthly,No,No,No,Neutral,"Physical activity, Avoidance, Other",Unlikely,Monthly
1/16/2025 9:56:02,I Agree,18-24,Male,"Middle Eastern (e.g., Saudi Arabia, Iran, Iraq)",Part-time,Sometimes,Often,No,6 - 7 hours,More than 6 hours,Never,No,Occasionally,Regularly,Occasionally,Rarely,Rarely,No,No,Yes,Neutral,"Physical activity, Avoidance",Very unlikely,Rarely
1/16/2025 9:56:06,I Agree,18-24,Male,Other,Student,Sometimes,Sometimes,Yes,6 - 7 hours,3 - 4 hours,Sometimes,No,Rarely,Rarely,Rarely,Rarely,Monthly,Yes,Yes,Prefer not to say,Neutral,"Physical activity, Meditation, Therapy, Avoidance",Neutral,Daily
1/16/2025 9:56:11,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Rarely,Often,Yes,6 - 7 hours,Less than 1 hour,Rarely,Yes,Occasionally,Regularly,Regularly,,Daily,No,No,No,Neutral,"Social support, Avoidance",Very unlikely,Rarely
1/16/2025 9:56:20,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Sometimes,Yes,6 - 7 hours,3 - 4 hours,Rarely,No,Rarely,Rarely,Occasionally,Occasionally,Daily,No,No,No,Satisfied,"Physical activity, Social support, Therapy, Avoidance",Neutral,Weekly
1/16/2025 9:56:41,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Sometimes,Yes,6 - 7 hours,More than 6 hours,Sometimes,Not Applicable,Rarely,Rarely,Regularly,Regularly,Monthly,No,Prefer not to say,Yes,Dissatisfied,"Physical activity, Meditation, Journaling, Avoidance",Unlikely,Weekly
1/16/2025 9:58:27,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Rarely,Sometimes,No,4 - 5 hours,More than 6 hours,Rarely,Yes,Never,Never,Never,Rarely,Weekly,No,No,Yes,Neutral,"Physical activity, Social support, Journaling",Very unlikely,Daily
1/16/2025 9:59:06,I Agree,18-24,Female,"Middle Eastern (e.g., Saudi Arabia, Iran, Iraq)",Student,Sometimes,Sometimes,No,8 - 9 hours,Less than 1 hour,Sometimes,No,Never,Never,Regularly,Occasionally,Monthly,No,No,No,Neutral,"Physical activity, Social support, Avoidance",Very unlikely,Rarely
1/16/2025 9:59:25,I Agree,18-24,Female,"Indigenous (e.g., Native American, First Nations, Aboriginal)",Student,Sometimes,Often,No,6 - 7 hours,3 - 4 hours,Sometimes,Yes,Occasionally,Regularly,Never,Rarely,Daily,Yes,Yes,Yes,Neutral,Avoidance,Unlikely,Daily
1/16/2025 10:01:22,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Not applicable,Yes,4 - 5 hours,1 - 2 hours,Sometimes,Yes,Rarely,Regularly,Occasionally,Never,Weekly,Yes,Yes,Yes,Neutral,"Social support, Avoidance, Other",Likely,Rarely
1/16/2025 10:01:34,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Sometimes,No,8 - 9 hours,5 - 6 hours,Rarely,No,Never,Never,Regularly,Regularly,Monthly,Yes,No,Yes,Satisfied,"Physical activity, Social support, Avoidance",Unlikely,Weekly
1/16/2025 10:01:45,I Agree,25-34,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Sometimes,Yes,8 - 9 hours,1 - 2 hours,Always,Yes,Rarely,Regularly,Regularly,Regularly,Weekly,Yes,Yes,No,Satisfied,"Physical activity, Meditation, Therapy",Unlikely,Daily
1/16/2025 10:02:31,I Agree,45-54,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Full-time,Sometimes,Sometimes,No,6 - 7 hours,5 - 6 hours,Sometimes,No,Occasionally,Rarely,Regularly,Regularly,Rarely,No,No,No,Satisfied,"Physical activity, Social support",Neutral,Monthly
1/16/2025 10:02:36,I Agree,18-24,Male,"African (e.g., Nigeria, Kenya, Egypt)",Student,Rarely,Rarely,No,6 - 7 hours,1 - 2 hours,Rarely,No,Never,Never,Rarely,Rarely,Rarely,No,No,No,Neutral,"Physical activity, Social support, Meditation, Journaling, Other",Neutral,Daily
1/16/2025 10:04:00,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Never,Never,No,6 - 7 hours,5 - 6 hours,Never,No,Never,Never,Never,Never,Never,No,No,No,Very satisfied,Other,Very unlikely,Daily
1/16/2025 10:04:15,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Sometimes,Sometimes,No,8 - 9 hours,1 - 2 hours,Rarely,No,Never,Never,Regularly,Occasionally,Rarely,No,No,No,Neutral,"Physical activity, Social support, Meditation, Therapy",Neutral,Weekly
1/16/2025 10:04:19,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Never,Never,No,6 - 7 hours,Less than 1 hour,Never,No,Never,Never,Regularly,Regularly,Never,Prefer not to say,Prefer not to say,Prefer not to say,Satisfied,Other,Likely,Never
1/16/2025 10:05:02,I Agree,25-34,Male,"Middle Eastern (e.g., Saudi Arabia, Iran, Iraq)",Self-employed,Sometimes,Sometimes,Yes,6 - 7 hours,Less than 1 hour,Rarely,No,Never,Occasionally,Never,Never,Rarely,No,No,No,Very satisfied,"Physical activity, Social support, Meditation",Very unlikely,Daily
1/16/2025 10:05:08,I Agree,18-24,Female,Other,Student,Sometimes,Often,Yes,4 - 5 hours,Less than 1 hour,Sometimes,Yes,Never,Never,Occasionally,Rarely,Daily,No,Prefer not to say,No,Neutral,Avoidance,Likely,Rarely
1/16/2025 10:05:27,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Sometimes,Yes,6 - 7 hours,1 - 2 hours,Sometimes,No,Never,Never,Never,Never,Rarely,No,No,No,Satisfied,"Physical activity, Social support, Meditation, Avoidance",Neutral,Rarely
1/16/2025 10:05:45,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Rarely,Often,No,6 - 7 hours,More than 6 hours,Never,No,Never,Never,Regularly,Regularly,Rarely,No,No,No,Dissatisfied,"Physical activity, Social support",Very unlikely,Never
1/16/2025 10:06:16,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Sometimes,Not applicable,4 - 5 hours,Less than 1 hour,Sometimes,No,Never,Never,Rarely,Rarely,Weekly,No,No,No,Dissatisfied,"Meditation, Journaling",Unlikely,Monthly
1/16/2025 10:06:38,I Agree,25-34,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Rarely,Sometimes,Not applicable,6 - 7 hours,1 - 2 hours,Rarely,No,Never,Never,Never,Never,Rarely,No,Yes,No,Satisfied,Social support,Very unlikely,Daily
1/16/2025 10:06:48,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Often,Often,Yes,6 - 7 hours,3 - 4 hours,Sometimes,Yes,Never,Never,Never,Occasionally,Weekly,Yes,Yes,Yes,Neutral,"Social support, Therapy",Neutral,Monthly
1/16/2025 10:07:30,I Agree,25-34,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Often,Rarely,Yes,6 - 7 hours,1 - 2 hours,Never,Yes,Never,Never,Occasionally,Rarely,Weekly,No,Yes,Yes,Satisfied,"Physical activity, Social support",Neutral,Rarely
1/16/2025 10:08:13,I Agree,25-34,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Full-time,Sometimes,Sometimes,Yes,6 - 7 hours,1 - 2 hours,Often,Yes,Rarely,Never,Occasionally,Occasionally,Weekly,Yes,Yes,Yes,Dissatisfied,"Physical activity, Journaling, Avoidance",Likely,Monthly
1/16/2025 10:08:13,I Agree,25-34,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Unemployed,Sometimes,Sometimes,No,8 - 9 hours,1 - 2 hours,Sometimes,Yes,Occasionally,Never,Regularly,Occasionally,Rarely,No,No,No,Dissatisfied,Physical activity,Unlikely,Weekly
1/16/2025 10:08:55,I Agree,25-34,Prefer not to say,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Often,Not applicable,4 - 5 hours,1 - 2 hours,Often,Not Applicable,Never,Regularly,Regularly,Rarely,Rarely,No,Prefer not to say,No,Dissatisfied,Other,Likely,Rarely
1/16/2025 10:11:20,I Agree,18-24,Male,Prefer not to say,Student,Sometimes,Sometimes,Yes,4 - 5 hours,3 - 4 hours,Sometimes,No,Occasionally,Rarely,Regularly,Occasionally,Weekly,No,No,No,Neutral,"Physical activity, Other",Very unlikely,Monthly
1/16/2025 10:11:24,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Often,No,6 - 7 hours,1 - 2 hours,Sometimes,No,Never,Never,Occasionally,Occasionally,Weekly,No,No,No,Neutral,"Avoidance, Other",Very unlikely,Rarely
1/16/2025 10:12:19,I Agree,18-24,Female,"Hispanic/Latino (e.g., Mexico, Puerto Rico, Brazil, Spain)",Part-time,Sometimes,Sometimes,No,6 - 7 hours,5 - 6 hours,Sometimes,Yes,Never,Never,Regularly,Regularly,Monthly,No,No,No,Satisfied,"Physical activity, Meditation, Other",Neutral,Weekly
1/16/2025 10:12:28,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Rarely,Rarely,No,6 - 7 hours,Less than 1 hour,Sometimes,No,Never,Never,Regularly,Occasionally,Never,No,No,No,Neutral,"Physical activity, Other",Unlikely,Rarely
1/16/2025 10:12:58,I Agree,18-24,Male,"African (e.g., Nigeria, Kenya, Egypt)",Student,Sometimes,Sometimes,No,6 - 7 hours,1 - 2 hours,Rarely,Yes,Never,Never,Occasionally,Rarely,Rarely,No,No,No,Neutral,"Physical activity, Meditation, Journaling, Avoidance",Unlikely,Weekly
1/16/2025 10:13:17,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Sometimes,Yes,6 - 7 hours,3 - 4 hours,Rarely,No,Never,Never,Rarely,Rarely,Monthly,No,Prefer not to say,Yes,Neutral,"Social support, Meditation, Avoidance",Neutral,Weekly
1/16/2025 10:13:35,I Agree,18-24,Male,Other,Part-time,Never,Never,No,8 - 9 hours,3 - 4 hours,Rarely,No,Occasionally,Never,Rarely,Occasionally,Rarely,No,No,No,Neutral,"Physical activity, Social support",Unlikely,Weekly
1/16/2025 10:15:05,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Never,Never,No,6 - 7 hours,3 - 4 hours,Never,No,Never,Never,Occasionally,Rarely,Rarely,No,No,No,Very satisfied,Physical activity,Very unlikely,Weekly
1/16/2025 10:15:35,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Unemployed,Not applicable,Not applicable,Not applicable,6 - 7 hours,5 - 6 hours,Sometimes,No,,,,,,,,,,,,
1/16/2025 10:15:53,I Agree,18-24,Male,"African (e.g., Nigeria, Kenya, Egypt)",Full-time,Sometimes,Sometimes,No,6 - 7 hours,3 - 4 hours,Rarely,No,Occasionally,Occasionally,Regularly,Regularly,Rarely,No,No,No,Neutral,"Physical activity, Meditation, Journaling",Likely,Rarely
1/16/2025 10:16:45,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Rarely,Yes,6 - 7 hours,3 - 4 hours,Rarely,Yes,Never,Never,Never,Occasionally,Monthly,No,Prefer not to say,No,Neutral,"Physical activity, Social support",Unlikely,Weekly
1/16/2025 10:17:00,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Unemployed,Sometimes,Sometimes,No,8 - 9 hours,Less than 1 hour,Sometimes,No,Never,Never,Regularly,Regularly,Rarely,No,No,No,Neutral,Physical activity,Neutral,Rarely
1/16/2025 10:21:49,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Often,Sometimes,No,6 - 7 hours,Less than 1 hour,Often,No,Occasionally,Never,Regularly,Occasionally,Monthly,No,No,Yes,Satisfied,"Social support, Journaling, Avoidance",Very unlikely,Daily
1/16/2025 10:22:22,I Agree,25-34,Female,"African (e.g., Nigeria, Kenya, Egypt)",Part-time,Sometimes,Sometimes,No,6 - 7 hours,Less than 1 hour,Often,Yes,Never,Never,Regularly,Occasionally,Weekly,No,Yes,Yes,Neutral,"Physical activity, Journaling, Avoidance",Unlikely,Weekly
1/16/2025 10:23:34,I Agree,18-24,Male,"Middle Eastern (e.g., Saudi Arabia, Iran, Iraq)",Self-employed,Rarely,Often,Yes,4 - 5 hours,1 - 2 hours,Never,No,Never,Never,Never,Rarely,Rarely,No,No,No,Satisfied,Other,Unlikely,Daily
1/16/2025 10:26:41,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Unemployed,Sometimes,Rarely,Yes,8 - 9 hours,Less than 1 hour,,,,,,,,,,,,,,
1/16/2025 10:27:20,I Agree,18-24,Male,"Middle Eastern (e.g., Saudi Arabia, Iran, Iraq)",Student,Often,Often,No,6 - 7 hours,3 - 4 hours,Never,Yes,Never,Never,Never,Never,Monthly,No,Yes,No,Neutral,"Physical activity, Other",Unlikely,Daily
1/16/2025 10:27:40,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Sometimes,No,6 - 7 hours,1 - 2 hours,Often,Yes,Never,Never,Rarely,Rarely,Daily,No,No,No,Neutral,Other,Likely,Monthly
1/16/2025 10:27:40,I Agree,18-24,Female,Other,Part-time,Sometimes,Often,No,6 - 7 hours,Less than 1 hour,Always,Yes,Never,Never,Regularly,Occasionally,Weekly,Prefer not to say,Prefer not to say,No,Neutral,Other,Very unlikely,Weekly
1/16/2025 10:27:48,I Agree,18-24,Female,"Middle Eastern (e.g., Saudi Arabia, Iran, Iraq)",Part-time,Often,Rarely,Yes,6 - 7 hours,1 - 2 hours,Sometimes,Yes,Rarely,Rarely,Rarely,Regularly,Weekly,No,Prefer not to say,No,Satisfied,Other,Unlikely,Weekly
1/16/2025 10:28:54,I Agree,35-44,Female,"Asian (e.g., China, India, Japan, Philippines)",Unemployed,Often,Sometimes,Yes,6 - 7 hours,Less than 1 hour,Sometimes,No,Never,Never,Occasionally,Rarely,Daily,No,No,No,Neutral,"Physical activity, Other",Unlikely,Rarely
1/16/2025 10:29:20,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Always,Always,Yes,Less than 4 hours,5 - 6 hours,Often,Yes,Occasionally,,Occasionally,Occasionally,Daily,No,Yes,No,Neutral,"Physical activity, Meditation",Unlikely,Rarely
1/16/2025 10:29:35,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Sometimes,Yes,4 - 5 hours,Less than 1 hour,Often,Yes,Never,Never,Never,Rarely,Weekly,No,Yes,No,Neutral,"Meditation, Therapy",Likely,Weekly
1/16/2025 10:30:17,I Agree,45-54,Prefer not to say,Prefer not to say,Student,Always,Always,No,Less than 4 hours,More than 6 hours,Never,No,Never,Never,Never,Regularly,Daily,No,No,No,Neutral,Physical activity,Unlikely,Rarely
1/16/2025 10:30:35,I Agree,18-24,Male,"African (e.g., Nigeria, Kenya, Egypt)",Unemployed,Rarely,Rarely,No,6 - 7 hours,Less than 1 hour,Never,No,Rarely,Never,Rarely,Occasionally,Weekly,No,No,No,Dissatisfied,Physical activity,Very unlikely,Never
